id,category,en,zh,note_zh,note_en
4142,6000字,inspection,n.檢查,,
4143,6000字,inspiration,n.靈感,,
4144,6000字,inspire,v.鼓舞,,
4145,6000字,instance,n.例子,,
4146,6000字,instant,adj.立刻的,,
4147,6000字,instead,adv.反而,,
4148,6000字,instinct,n.本能；直覺,,
4149,6000字,instruct,v.指導,,
4150,6000字,instruction,n.教導；指示,,
4151,6000字,instructor,n.指導者；教練,,
4152,6000字,instrument,n.儀器；樂器,,
4153,6000字,insult,n./v.羞辱,,
4154,6000字,intelligent,adj.聰明的,,
4155,6000字,intend,v.打算,,
4156,6000字,interest,n./v.利益；興趣,,
4157,6000字,interfere,v.妨礙；干預,,
4158,6000字,interference,n.阻礙；干預,,
4159,6000字,internal,adj.內部的,,
4160,6000字,Internet,n.網際網路,,
4161,6000字,intersection,n.橫切,,
4162,6000字,interview,n./v.會見；面試,,
4163,6000字,introduction,n.介紹；引言,,
4164,6000字,invade,v.侵略；侵犯,,
4165,6000字,invasion,n.入侵,,
4166,6000字,invent,v.發明；創造,,
4167,6000字,invention,n.發明；創造力,,
4168,6000字,invitation,n.邀請,,
4169,6000字,invite,v.邀請,,
4170,6000字,island,n.島,,
4171,6000字,isolate,v.使孤立,,
4172,6000字,isolation,n.隔離,,
4173,6000字,item,n.項目,,
4174,6000字,ivory,adj./n.似象牙的；象牙(質),,
4175,6000字,January,n.一月,,
4176,6000字,July,n.七月,,
4177,6000字,June,n.六月,,
4178,6000字,kettle,n.水壺,,
4179,6000字,key,adj.關鍵的,,
4180,6000字,kick,v.踢；反衝,,
4181,6000字,kid,n.小孩,,
4182,6000字,kill,v.殺死；使終止,,
4183,6000字,kiss,n./v.吻,,
4184,6000字,kitchen,n.廚房,,
4185,6000字,kite,n.風箏,,
4186,6000字,kitten,n.小貓,,
4187,6000字,knee,n.膝蓋,,
4188,6000字,kneel,v.跪下,,
4189,6000字,knife,n.刀,,
4190,6000字,knight,n.騎士；爵士,,
4191,6000字,knit,v.編織；接合,,
4192,6000字,knob,n.節；瘤,,
4193,6000字,knock,n./v.敲；打,,
4194,6000字,knot,n./v.(繩等的)結,,
4195,6000字,know,v.知道,,
4196,6000字,knowledge,n.知識,,
4197,6000字,label,n./v.標籤,,
4198,6000字,labor,n./v.勞動；勞工,,
4199,6000字,laboratory/lab,n.實驗室,,
4200,6000字,lace,n.鞋帶；花邊,,
4201,6000字,lack,v./n.缺少,,
4202,6000字,ladder,n.梯子,,
4203,6000字,lady,n.女士,,
4204,6000字,lake,n.湖,,
4205,6000字,lamb,n.小羊,,
4206,6000字,lamp,n.燈,,
4207,6000字,land,n.土地,,
4208,6000字,land,v.使登陸,,
4209,6000字,lane,n.小路；巷弄,,
4210,6000字,lantern,n.燈籠；街燈,,
4211,6000字,lap,n.膝部；（衣服的）下摆；控制范围<br>n.重叠部分；(跑道的)一圈<br>n.舐；（波浪）拍打声<br>v.包围；（使）重叠；领先一圈<br>v.舔食；轻拍,"<i>1</i>. The child sat on its mother's <em><em>lap</em></em>.<br>小孩坐在妈妈的膝上。<br><i>2</i>. For quite some time, everything fell into his <em><em>lap</em></em>.<br>好长一段时间他事事称心如意。<br><i>3</i>. The leading car crashed midway through the tenth <em><em>lap</em></em>.<br>领先的那辆赛车在第十圈的中途撞毁了。<br><i>4</i>. The cat <em><em>lap</em></em>ped up the milk.<br>猫舔食牛奶。<br><i>5</i>. The two pictures are made to <em><em>lap</em></em> over each other.<br>那两张画被重叠在一起。<br><i>6</i>. The waves gently <em><em>lap</em></em> against the shore.<br>海浪轻轻地拍打着海岸。<br>",
4212,6000字,launch,v./n.發射；投擲,,
4213,6000字,law,n.法律,,
4214,6000字,lawn,n.草坪,,
4215,6000字,lead,v.領導,,
4216,6000字,leader,n.領袖,,
4217,6000字,lean,v.傾斜；倚靠,,
4218,6000字,learn,v.學習,,
4219,6000字,leather,n.皮革,,
4220,6000字,lecture,n./v.授課,,
4221,6000字,leg,n.腿,,
4222,6000字,legal,adj.法律上的；合法的,,
4223,6000字,lemon,n.檸檬,,
4224,6000字,lens,n.鏡片；眼球的水晶體,,
4225,6000字,let,v.允許；讓,,
4226,6000字,level,n.高度；層；水準,,
4227,6000字,liberal,adj.心胸寬闊的,,
4228,6000字,liberty,n.自由,,
4229,6000字,lick,n./v.舐；(火)蔓延,,
4230,6000字,lid,n.蓋子；眼瞼,,
4231,6000字,life,n.生命,,
4232,6000字,lifeboat,n.救生艇,,
4233,6000字,lifeguard,n.救生員,,
4234,6000字,lifetime,n.一生,,
4235,6000字,lift,n./v.舉起,,
4236,6000字,lighten,v.照亮,,
4237,6000字,lightning,n.閃電；閃光,,
4238,6000字,like,n./v.喜歡,,
4239,6000字,likely,adj.很可能的,,
4240,6000字,limb,n.肢；臂,,
4241,6000字,limit,n./v.限制,"<i>1</i>. Her ambition knows no <em><em>limit</em></em>.<br>她的野心没有限度。<br><i>2</i>. I'll help as much as I can, but there is a <em><em>limit</em></em> to what I can do.<br>我会尽力帮忙，但我所能做的也是有限度的。<br><i>3</i>. His speech ran over the time <em><em>limit</em></em>.<br>他的讲话超过了规定的时间限制。<br><i>4</i>. That fence is the <em><em>limit</em></em> of the schoolyard.<br>那堵围墙是校园的界限。<br><i>5</i>. We must <em><em>limit</em></em> our spending.<br>我们必须限制我们的开支。<br>",
4242,6000字,limitation,n.限制,,
4243,6000字,limited,adj.被限制的,,
4244,6000字,line,n./v.線條；畫線於,,
4245,6000字,linen,n.亞麻布製品,,
4246,6000字,link,n./v.連結；環結,,
4247,6000字,lion,n.獅子,,
4248,6000字,lip,n.嘴唇,,
4249,6000字,lipstick,n.口紅,,
4250,6000字,liquid,n.液體,,
4251,6000字,liquor,n.含酒精的飲料,,
4252,6000字,list,n./v.表；把…編列成表,,
4253,6000字,listen,v.聽；聽從,,
4254,6000字,listener,n.聽眾,,
4255,6000字,literary,adj.文學的,,
4256,6000字,literature,n.文學,,
4257,6000字,little,adj.小的,,
4258,6000字,live,adj.活的,,
4259,6000字,live,v.活著；過(生活),,
4260,6000字,liver,n.肝臟；居住者,,
4261,6000字,living,adj.活著的,,
4262,6000字,logical,adj.邏輯的,,
4263,6000字,lonely,adj.寂寞的,,
4264,6000字,long,v.渴望,,
4265,6000字,look,n./v.看,,
4266,6000字,loose,adj.鬆散的,,
4267,6000字,loosen,v.放鬆,,
4268,6000字,lord,n.統治者,,
4269,6000字,lose,v.丟失,,
4270,6000字,loser,n.失敗者,,
4271,6000字,loss,n.喪失；遺失,,
4272,6000字,lot,n.很多,,
4273,6000字,lotion,n.外用藥水；化妝水,,
4274,6000字,loud,adj.大聲的,,
4275,6000字,loudspeaker,n.揚聲器,,
4276,6000字,lousy,adj.不潔的；卑鄙的,,
4277,6000字,love,v./n.愛；喜歡,,
4278,6000字,lover,n.戀人,,
4279,6000字,loving,adj.愛的,,
4280,6000字,low,adj.低的,,
4281,6000字,luck,n.運氣,,
4282,6000字,machine,n.機器,,
4283,6000字,madam,n.夫人；太太；小姐,,
4284,6000字,magic,adj./n.有魔力的；魔法,,
4285,6000字,magnet,n.磁鐵,,
4286,6000字,maid,n.少女,,
4287,6000字,mail,n./v.郵件；郵寄,,
4288,6000字,main,adj.主要的,,
4289,6000字,mainland,n.大陸,,
4290,6000字,maintain,v.保持,,
4291,6000字,major,adj./n./v.主要的；主修,,
4292,6000字,majority,n.多數,,
4293,6000字,make,v.做；到達；獲得,,
4294,6000字,makeup,n.裝扮；化妝品,,
4295,6000字,male,adj./n.男性的；雄的,,
4296,6000字,mall,n.大規模購物中心,,
4297,6000字,man,n.男人,,
4298,6000字,manage(ment),v.(n)管理,,
4299,6000字,manager,n.經理；管理人,,
4300,6000字,mandarin,n.國語,,
4301,6000字,mankind,n.人類,,
4302,6000字,manner,n.方法；態度,,
4303,6000字,marble,n.大理石,,
4304,6000字,March,n.三月,,
4305,6000字,march,v.行軍；走過,,
4306,6000字,mark,n./v.痕跡；記號,,
4307,6000字,market,n./v.市場,,
4308,6000字,married,adj.已婚的,,
4309,6000字,marvelous,adj.奇妙的,,
4310,6000字,mask,n./v.面具,,
4311,6000字,mass,n.大量,,
4312,6000字,master,n.主人；雇主,,
4313,6000字,master,v.做…主人；精通,,
4314,6000字,mat,n.墊；草簾,,
4315,6000字,match,n./v.比賽；競賽,,
4316,6000字,mate,n.同伴,,
4317,6000字,material,n.材料,,
4318,6000字,mathematical,adj.數學的,,
4319,6000字,mathematics/math,n.數學,,
4320,6000字,matter,n.事情；問題,,
4321,6000字,matter,v.有關係；要緊,,
4322,6000字,mature,adj.成熟的,,
4323,6000字,maturity,n.成熟；完成,,
4324,6000字,maximum,n.最大限度,,
4325,6000字,May,n.五月,,
4326,6000字,maybe,adv.可能,,
4327,6000字,mayor,n.市長；鎮長,,
4328,6000字,meadow,n.草地,,
4329,6000字,meal,n.一餐,,
4330,6000字,mean,adj.吝嗇的,,
4331,6000字,mean,v.表示…的意思,,
4332,6000字,meaning,n.意義；重要性,,
4333,6000字,meaningful,adj.意味深長的,,
4334,6000字,meaningless,adj.無意義的,,
4335,6000字,means,n.手段；方法,,
4336,6000字,meanwhile,adv.其問；同時,,
4337,6000字,meat,n.(食用的)肉,,
4338,6000字,medal,n.獎章；紀念章,,
4339,6000字,media,n.媒體,,
4340,6000字,medical,adj.醫學的,,
4341,6000字,medicine,n.藥；醫學,,
4342,6000字,medium,n.中間；媒介,,
4343,6000字,meet,v.遇見,,
4344,6000字,melon,n.甜瓜,,
4345,6000字,melt,v.融化,,
4346,6000字,member,n.成員,,
4347,6000字,mention,n./v.提及,,
4348,6000字,menu,n.菜單；項目單,,
4349,6000字,merchant,n.商人,,
4350,6000字,mercy,n.慈悲,,
4351,6000字,mere,adj.僅僅的,,
4352,6000字,merit,n.價值；長處,,
4353,6000字,merry,adj.歡樂的,,
4354,6000字,mess,n.紊亂,,
4355,6000字,message,n.消息,,
4356,6000字,messenger,n.使者；信差,,
4357,6000字,metal,n.金屬,,
4358,6000字,meter,n.測量儀表；公尺,,
4359,6000字,method,n.方法,,
4360,6000字,microwave,n.微波,,
4361,6000字,milk,n./v.牛奶,,
4362,6000字,mill,n./v.磨坊；碾碎,,
4363,6000字,million,n.百萬,,
4364,6000字,mine,n.礦；礦山,,
4365,6000字,miner,n.礦工,,
4366,6000字,mirror,n./v.鏡子；反映,,
4367,6000字,mischief,n.危害；淘氣,,
4368,6000字,miserable,adj.不幸的,,
4369,6000字,misery,n.不幸；悲慘,,
4370,6000字,misfortune,n.壞運氣；不幸,,
4371,6000字,mislead,v.誤導,,
4372,6000字,miss,v.錯過；想念,,
4373,6000字,missile,n.飛彈,,
4374,6000字,missing,adj.行蹤不明的,,
4375,6000字,mission,n.使節團；使命,,
4376,6000字,mist,n.霧；迷濛,,
4377,6000字,mistake,n.錯誤；過失,,
4378,6000字,misunderstand,v.誤會,,
4379,6000字,misunderstanding,n.誤解,,
4380,6000字,mix,v.混和,,
4381,6000字,mixture,n.混合物,,
4382,6000字,mobile,adj./n易；汽車,,
4383,6000字,model,n.模型；模範,,
4384,6000字,monk,n.僧侶；修道士,,
4385,6000字,monkey,n.猴子,,
4386,6000字,monster,n.怪物,,
4387,6000字,month,n.月,,
4388,6000字,monthly,adj.每月一次的,,
4389,6000字,monument,n.紀念碑；紀念館,,
4390,6000字,mood,n.情緒,,
4391,6000字,moon,n.月亮,,
4392,6000字,mop,n./v.拖把,,
4393,6000字,moral,adj.道德上的,,
4394,6000字,more,adj./adv.更多的,,
4395,6000字,moreover,adv.並且；此外,,
4396,6000字,morning,n.早晨,,
4397,6000字,mosquito,n.蚊,,
4398,6000字,most,adj./adv.最大程度地,,
4399,6000字,motel,n汽車旅館,,
4400,6000字,mother/mom,n.母親；媽媽,,
4401,6000字,motion,n.運動；動機,,
4402,6000字,mountain,n.山,,
4403,6000字,mouth,n.嘴；口,,
4404,6000字,movie,n.電影,,
4405,6000字,Mrs.,n.太太,,
4406,6000字,mud,n.泥,,
4407,6000字,muscle,n.肌肉,,
4408,6000字,museum,n.博物館,,
4409,6000字,music,n.音樂,,
4410,6000字,mystery,n.神祕的事物,,
4411,6000字,nail,n./v.釘子；指甲,,
4412,6000字,naked,adj.裸體的,,
4413,6000字,name,n./v.名字,,
4414,6000字,nap,n./v.打盹,,
4415,6000字,narrow,adj./v.狹窄的；限制,,
4416,6000字,nation,n.國家；民族,,
4417,6000字,national,adj.國家的,,
4418,6000字,nationality,n.國籍,,
4419,6000字,native,adj./n.本國的,,
4420,6000字,natural,adj.自然的,,
4421,6000字,nature,n.自然,,
4422,6000字,naughty,adj.頑皮的,,
4423,6000字,navy,n.海軍,,
4424,6000字,nearby,adj./adv.附近的,,
4425,6000字,nearly,adv.幾乎,,
4426,6000字,nearsighted,adj.近視的,,
4427,6000字,neat,adj.整潔的,,
4428,6000字,necessary,adj.必需的,,
4429,6000字,necessity,n.必需；必需品,,
4430,6000字,need,v./n.需要,,
4431,6000字,needle,n.針,,
4432,6000字,nerve,n.神經,,
4433,6000字,nest,n./v.築巢,,
4434,6000字,net,n./v.網；用網捕,,
4435,6000字,never,adv.永不,,
4436,6000字,nevertheless,adv.仍然；不過,,
4437,6000字,news,n.新聞,,
4438,6000字,nice,adj.好的,,
4439,6000字,nickname,n.綽號,,
4440,6000字,niece,n.姪女；外甥女,,
4441,6000字,night,n.夜,,
4442,6000字,nine,adj./n.九個,,
4443,6000字,nineteen,adj./n.十九,,
4444,6000字,ninety,adj./n.九十,,
4445,6000字,noble,adj.高貴的；貴族的,,
4446,6000字,nod,n./v.點頭；打瞌睡,,
4447,6000字,noise,n.噪音,,
4448,6000字,noisy,adj.吵鬧的,,
4449,6000字,none,pron./adv.一點兒也沒,,
4450,6000字,nonsense,n.胡說,,
4451,6000字,noodle,n.麵條,,
4452,6000字,noon,n.中午,,
4453,6000字,nor,conj.也不,,
4454,6000字,normal,adj.正常的,,
4455,6000字,north,adj./adv/n.北方,,
4456,6000字,northern,adj.北方的,,
4457,6000字,nose,n.鼻；嗅覺,,
4458,6000字,note,n./v.筆記；注意,句子,
4459,6000字,notice,n/v.公告；注意；通知,,
4460,6000字,notorious,adj.惡名昭彰的,,
4461,6000字,noun,n.名詞,,
4462,6000字,nourish(ment),v.(n〕滋養,,
4463,6000字,novel,adj.新奇的,,
4464,6000字,novel,n.長篇小說,,
4465,6000字,novelist,n.小說家,,
4466,6000字,November,n.＋一月,,
4467,6000字,now,nJadv.現在,,
4468,6000字,nowadays,adj.現在；今日,,
4469,6000字,nuclear,adj.核子的,,
4470,6000字,numerous,adj.許多的,,
4471,6000字,nun,n.修女；尼姑,,
4472,6000字,nurse,n.護士,,
4473,6000字,nursery,n.育嬰室,,
4474,6000字,oak,n.橡樹,,
4475,6000字,obedient,adj.順從的；孝順的,,
4476,6000字,obey,v.服從；聽從,,
4477,6000字,object,n.物體；目標,,
4478,6000字,object,v.反對,,
4479,6000字,objection,n.反對,,
4480,6000字,objective,adj.客觀的,,
4481,6000字,observation,n.觀察,,
4482,6000字,observe,v.觀察,,
4483,6000字,obstacle,n.障礙,,
4484,6000字,obtain,v.得到,,
4485,6000字,obvious,adj.明顯的,,
4486,6000字,occasion,n.場合,,
4487,6000字,occupation,n.職業；占用,,
4488,6000字,occupy,v.占領,,
4489,6000字,occur,v.發生,,
4490,6000字,ocean,n.海洋,,
4491,6000字,"o'clock",n.點鐘,,
4492,6000字,October,n.十月,,
4493,6000字,odd,adj.奇特的；奇數的,,
4494,6000字,offend,v.冒犯；觸怒,,
4495,6000字,once,prep./adv./conj./n.曾經；一旦,,
4496,6000字,one,adj./n.一,,
4497,6000字,other,adj./n./prop.另一個的；另一方,,
4498,6000字,otherwise,adv.除此之外,,
4499,6000字,outcome,n.結果,,
4500,6000字,outdoors,adv.在戶外,,
4501,6000字,outline,n./v.輪廓；綱要,,
4502,6000字,outside,prep./adj./adv./n.在外面；外部的,,
4503,6000字,outstanding,adj.傑出的,,
4504,6000字,oven,n.烤箱,,
4505,6000字,over,prep./adv.在…之上,,
4506,6000字,overcoat,n.外套大衣,,
4507,6000字,overcome,v.克服,,
4508,6000字,overeat,v.暴食,,
4509,6000字,overlook,v.俯視,,
4510,6000字,overnight,adv.在昨夜,,
4511,6000字,overseas,adj./adv.來自海外的,,
4512,6000字,overtake,v.追上,,
4513,6000字,overthrow,v.打翻,,
4514,6000字,overwhelm,v.壓倒；淹沒,,
4515,6000字,overwork,v.操勞過度,,
4516,6000字,owe,v.虧欠,,
4517,6000字,owl,n.貓頭鷹,,
4518,6000字,own,adj./v.自己的,,
4519,6000字,owner,n.持有者,,
4520,6000字,ownership,n.所有權,,
4521,6000字,ox,n.公牛,,
4522,6000字,oxygen,n.氧,,
4523,6000字,pace,n./v.步；踱步,,
4524,6000字,pack,n./v.包裹；捆,,
4525,6000字,package,n./v.包；包裝,,
4526,6000字,page,n.頁,,
4527,6000字,pain,n.疼痛,,
4528,6000字,painful,adj.痛苦的,,
4529,6000字,paint,n./v.油漆；顏料,,
4530,6000字,pair,n.一對,,
4531,6000字,pajamas,n.睡衣褲,,
4532,6000字,pal,n.夥伴,,
4533,6000字,papa,n.爸爸(非正式),,
4534,6000字,papaya,n.木瓜,,
4535,6000字,paper,n.紙,,
4536,6000字,park,v.停車,,
4537,6000字,party,n.派對,,
4538,6000字,pay(ment),n/v.付錢,,
4539,6000字,penny,n.一分錢,,
4540,6000字,pepper,n.胡椒粉,,
4541,6000字,per,prep.每,,
4542,6000字,percent,n.百分之…,,
4543,6000字,percentage,n.百分比,,
4544,6000字,perfect,adj.完美的,,
4545,6000字,perfection,n.完備,,
4546,6000字,perform,v.執行；演出,,
4547,6000字,performance,n.成就；表演,,
4548,6000字,perfume,n.香味；香水,,
4549,6000字,perhaps,adv.也許,,
4550,6000字,period,n.一段時問,,
4551,6000字,permanent,adj.長久的,,
4552,6000字,permission,n.准許,,
4553,6000字,permit,n./v.許可,,
4554,6000字,persist,v.堅持,,
4555,6000字,persistent,adj.堅持的,,
4556,6000字,person,n.人,,
4557,6000字,personal,adj.個人的,,
4558,6000字,persuade,v.說服,,
4559,6000字,phenomenon,n.現象,,
4560,6000字,philosopher,n.哲學家,,
4561,6000字,philosophical,adj.哲學的,,
4562,6000字,philosophy,n.哲學,,
4563,6000字,phone,n./v.電話,,
4564,6000字,photograph/photo,n.照片,,
4565,6000字,photographer,n.攝影者,,
4566,6000字,photography,n.攝影術,,
4567,6000字,phrase,n./v.片語；用語言表示,,
4568,6000字,physical,adj.身體的,,
4569,6000字,physicist,n.物理學家,,
4570,6000字,physics,n.物理學,,
4571,6000字,pianist,n.鋼琴家,,
4572,6000字,piano,n.鋼琴,,
4573,6000字,pick,n./v.十字鎬；挑選,,
4574,6000字,picnic,n./v.野餐；去郊遊野餐,,
4575,6000字,picture,n./v.圖畫；想像,,
4576,6000字,pie,n.派,,
4577,6000字,piece,n./v.破片；拼合,,
4578,6000字,pig,n.豬,,
4579,6000字,pigeon,n.鵲子,,
4580,6000字,pill,n.藥丸,,
4581,6000字,pity,n.可惜,,
4582,6000字,place,n./v.地方；放置,,
4583,6000字,plain,adj.簡單的,,
4584,6000字,plan,n./v.計劃,,
4585,6000字,plane,n.飛機,,
4586,6000字,planet,n.行星,,
4587,6000字,plant,n./v.植物；種植,,
4588,6000字,plastic,adj./n.塑膠,,
4589,6000字,plate,n.盤；碟,,
4590,6000字,platform,n.月臺,,
4591,6000字,play,n./v.玩耍；玩,,
4592,6000字,playground,n.操場,,
4593,6000字,pleasant,adj.令人愉快的,,
4594,6000字,please,v.(使)高興,,
4595,6000字,pleased,adj.高興的,,
4596,6000字,pleasure,n.愉快,,
4597,6000字,plentiful,adj.豐富,,
4598,6000字,plenty,n.大量,,
4599,6000字,plot,n./v.情節；圖謀,,
4600,6000字,plumber,n.管子工,,
4601,6000字,plus,prep./n./adj.加,,
4602,6000字,pony,n.小馬,,
4603,6000字,pop,n./v.砰然(聲),,
4604,6000字,population,n.人口,,
4605,6000字,port,n.港,,
4606,6000字,portray,v.描繪,,
4607,6000字,post,v.貼出(佈告v.通告),,
4608,6000字,postage,n.郵資,,
4609,6000字,pour,v.灌v.注v.倒,,
4610,6000字,pray,v.祈禱,,
4611,6000字,prejudice,n.成見,,
4612,6000字,prepare,v.準備,,
4613,6000字,progress,n./v.前進,,
4614,6000字,project,-1n.項目,,
4615,6000字,project,-2v.投擲；凸出,,
4616,6000字,promotion,n.晉級,,
4617,6000字,property,n.財產,,
4618,6000字,prove,v.證明,,
4619,6000字,psychology,n.心理學,,
4620,6000字,public,adj./n.公眾的；大眾,,
4621,6000字,publisher,n.出版社(者),,
4622,6000字,PUPPY,n.小狗,,
4623,6000字,purple,adj./n.紫色的,,
4624,6000字,purpose,n.意圖,,
4625,6000字,purse,n.錢包,,
4626,6000字,pursue,v.追捕,,
4627,6000字,pursuit,n.追趕,,
4628,6000字,push,推動,,
4629,6000字,put,v.安置,,
4630,6000字,puzzle,n./v.難題；困惑,,
4631,6000字,quake,v.震動,,
4632,6000字,qualify,v.使具有資格,,
4633,6000字,quality,n.質量,,
4634,6000字,quantity,n.數量,,
4635,6000字,quarrel,n./v.爭吵,,
4636,6000字,quarter,n.四分之一,,
4637,6000字,queen,n.王后,,
4638,6000字,queer,adj.奇怪的,,
4639,6000字,question,n./v.問題；詢問,,
4640,6000字,quick,adj./adv.快速的/地,,
4641,6000字,quiet,adj./v.安靜的；使安靜,,
4642,6000字,quit,v.停止,,
4643,6000字,quite,adv.完全；非常,,
4644,6000字,quiz,n.問答比賽,,
4645,6000字,quotation,n.引語,,
4646,6000字,quote,v.引用,,
4647,6000字,rabbit,n.兔,,
4648,6000字,race,n.比賽,,
4649,6000字,racial,adj.種族的,,
4650,6000字,radar,n.雷達,,
4651,6000字,radio,n.收音機,,
4652,6000字,rage,n./v.發怒,,
4653,6000字,railroad,n.鐵路,,
4654,6000字,railway,n.鐵路,,
4655,6000字,rain,n./v.雨,,
4656,6000字,rainbow,n.彩虹,,
4657,6000字,rainfall,n.降雨,,
4658,6000字,rainy,adj.多雨的,,
4659,6000字,raise,v./n.舉起；上漲,,
4660,6000字,range,n.區域,,
4661,6000字,rank,n./v.等級；並排,,
4662,6000字,rapid,adj.快的,,
4663,6000字,rare,adj.珍貴的,,
4664,6000字,rat,n.鼠,,
4665,6000字,rate,n./v.比率；評估,,
4666,6000字,rather,adv.與其不如,,
4667,6000字,rational,adj.理性的,,
4668,6000字,raw,adj.生的,,
4669,6000字,ray,n.光線,,
4670,6000字,razor,n.舌」鬍刀,,
4671,6000字,reach,n./v.抵達,,
4672,6000字,react,v.反應,,
4673,6000字,reaction,n.反應,,
4674,6000字,read,v.讀,,
4675,6000字,ready,adj.有準備的,,
4676,6000字,real,adj.真的,,
4677,6000字,realistic,adj.理論的,,
4678,6000字,reality,n.真實性,,
4679,6000字,realize,v.了解,,
4680,6000字,receiver,n.接受者；受話器,,
4681,6000字,recent,adj.最近的,,
4682,6000字,reception,n.接收,,
4683,6000字,recognition,n.承認,,
4684,6000字,recognize,v.承認,,
4685,6000字,record,-1n.記錄,,
4686,6000字,record,-2v.記錄,,
4687,6000字,recorder,n.記錄者,,
4688,6000字,recover,v.恢復,,
4689,6000字,recovery,n.復原,,
4690,6000字,recycle,v.使再循環；使回收使用,,
4691,6000字,red,adj./n.紅色的,,
4692,6000字,reduce,v.減少,,
4693,6000字,refer,v.起因於…,,
4694,6000字,reference,n.委託,,
4695,6000字,reflect,v.反射,,
4696,6000字,reflection,n.反映,,
4697,6000字,reform,v.改革,,
4698,6000字,refresh,v.使給予活力,,
4699,6000字,regular,adj.整齊的；規律的,,
4700,6000字,regulate,v.限制；控管,,
4701,6000字,regulation,n.管理；限制,,
4702,6000字,rehearsal,n.排練；複述,,
4703,6000字,rehearse,v.詳述；排演,,
4704,6000字,reject,v.拒絕；否認,,
4705,6000字,relate,v.敘述,,
4706,6000字,relationship,n.(親戚)關係,,
4707,6000字,relative,-1adj.比較上的,,
4708,6000字,relative,-2n.親戚,,
4709,6000字,relax,v.放鬆,,
4710,6000字,release,n./v.解放,,
4711,6000字,reliable,adj.可信賴的,,
4712,6000字,relief,n.解除,,
4713,6000字,relieve,v.減輕(痛苦),,
4714,6000字,religion,n.宗教,,
4715,6000字,religious,adj.狂熱信仰的,,
4716,6000字,reluctant,adj.不情願的；勉強的,,
4717,6000字,rely,v.信賴,,
4718,6000字,remain,v.殘留,,
4719,6000字,remark,n./v.論述；評論,,
4720,6000字,renew,v.回復,,
4721,6000字,repair,n./v.修理,,
4722,6000字,repeat,v.重覆地說(做),,
4723,6000字,repetition,n.重覆,,
4724,6000字,replacement),v.(n.)放回,,
4725,6000字,reply,n./v.答覆,,
4726,6000字,report,n./v.報告；述說,,
4727,6000字,reporter,n.報告者,,
4728,6000字,represent,v.描寫,,
4729,6000字,representation,n.象徵,,
4730,6000字,representative,adj./n.象徵的；例子,,
4731,6000字,republic,n.共和國,,
4732,6000字,reputation,n.名聲,,
4733,6000字,request,n./v.要求,,
4734,6000字,require(ment),v.(n)需求,,
4735,6000字,rescue,n./v.救助,,
4736,6000字,research,n./v.研究,,
4737,6000字,researcher,n.研究員,,
4738,6000字,resemble,v.和…相似,,
4739,6000字,reservation,n.保留,,
4740,6000字,reserve,v.預備,,
4741,6000字,resign,v.辭職,,
4742,6000字,resignation,n.辭職；辭呈,,
4743,6000字,rest,n./v.休息,,
4744,6000字,restaurant,n.餐廳,,
4745,6000字,restore,v.歸還,,
4746,6000字,restrict,v.限制,,
4747,6000字,restroom,n.廁所,,
4748,6000字,result,n./v.結果；起因於…”,,
4749,6000字,retirement),v.(n)退休,,
4750,6000字,retreat,v.後退；撒退,,
4751,6000字,return,n./v.回復；歸還,,
4752,6000字,reunion,n.重新結合；聚會,,
4753,6000字,reveal,v.揭露,,
4754,6000字,revenge,n./v.報復,,
4755,6000字,reverse,adj./n./v.相反的；反轉,,
4756,6000字,review,v./n.再檢查；複習,,
4757,6000字,revise,v.校正,,
4758,6000字,revision,n.修正,,
4759,6000字,revolution,n.革新,,
4760,6000字,revolutionary,adj.革命(性)的,,
4761,6000字,reward,n./v.報酬,,
4762,6000字,rhythm,n.節奏,,
4763,6000字,ribbon,n.絲帶,,
4764,6000字,rich,adj.富有的,,
4765,6000字,rid,n./v.解除；免談,,
4766,6000字,riddle,n.謎題,,
4767,6000字,ride,n./v.騎；騎乘,,
4768,6000字,ridiculous,adj.可笑的,,
4769,6000字,right,adj./adv./n.正確的,,
4770,6000字,risk,n./v.危險,,
4771,6000字,road,n.路,,
4772,6000字,roar,n./v.怒吼,,
4773,6000字,roast,n.吐司,,
4774,6000字,romance,n.羅曼蒂克,,
4775,6000字,root,n.根,,
4776,6000字,rotten,adj.腐敗的,,
4777,6000字,rough,adj.不平的；粗魯的,,
4778,6000字,roughly,adv.大體上,,
4779,6000字,round,adj./n.圓的,,
4780,6000字,route,n.路線,,
4781,6000字,routine,adj./n.慣常的,,
4782,6000字,row,n./v.爭吵,,
4783,6000字,royal,adj.王室的,,
4784,6000字,rub,v.摩擦,,
4785,6000字,rubber,n.橡膠,,
4786,6000字,rude,adj.不禮貌的,,
4787,6000字,rug,n.小地毯,,
4788,6000字,ruin,n./v.毀滅,,
4789,6000字,rule,n./v.規則,,
4790,6000字,ruler,n.統治者,,
4791,6000字,rumor,n.謠言,,
4792,6000字,run,v.跑,,
4793,6000字,runner,n.奔跑的人,,
4794,6000字,rush,n./v.衝；急速前進,,
4795,6000字,rust,n./v.銹；生銹,,
4796,6000字,rusty,adj.的鐵釘,,
4797,6000字,sack,n.大袋子,,
4798,6000字,sad,adj.難過,,
4799,6000字,safe,adj.安全的,,
4800,6000字,safety,n.安全性,,
4801,6000字,sail,n./v.船；坐船旅行,,
